0,00
1,19
2,28
3,37
4,46
5,55
6,64
7,73
8,82
9,91
10,146
11,127
12,326
13,145
14,506
15,696
16,786
17,181
18,966
19,109
20,217
21,226
22,235
23,407
24,253
25,687
26,271
27,867
28,957
29,047
30,128
31,218
32,334
33,498
34,588
35,361
36,768
37,858
38,398
39,307
40,119
41,209
42,399
43,489
44,451
45,460
46,759
47,488
48,939
49,406
50,514
51,523
52,532
53,470
54,560
55,569
56,578
57,587
58,920
59,010
60,613
61,622
62,371
63,461
64,659
65,641
66,731
67,821
68,911
69,604
70,182
71,721
72,362
73,452
74,758
75,767
76,722
77,785
78,794
79,703
80,173
81,820
82,839
83,443
84,857
85,866
86,713
87,803
88,993
89,083
90,910
91,929
92,344
93,434
94,524
95,965
96,704
97,983
98,984
99,901
100,1351
101,1604
102,1695
103,1658
104,1677
105,1856
106,1659
107,1640
108,9797
109,1252
110,1360
111,1469
112,1568
113,4198
114,5098
115,1865
116,1964
117,2630
118,1162
119,2612
120,3693
121,1478
122,3675
123,1676
124,1775
125,6899
126,7799
127,3620
128,3611
129,1270
130,1290
131,4674
132,1586
133,1685
134,5890
135,4638
136,1982
137,1081
138,1180
139,0390
140,1191
141,5664
142,1595
143,1694
144,5637
145,6691
146,5619
147,1090
148,9391
149,0291
150,1306
151,1405
152,3892
153,4792
154,1702
155,6592
156,7492
157,1009
158,1108
159,6672
160,1315
161,7644
162,7635
163,1612
164,7617
165,7608
166,7393
167,8293
168,9193
169,7662
170,1894
171,1423
172,8625
173,4594
174,5494
175,8698
176,1928
177,1027
178,8661
179,8652
180,9633
181,1432
182,1531
183,9606
184,9697
185,1838
186,1937
187,1036
188,9651
189,0895
190,1342
191,1441
192,0605
193,1649
194,0687
195,0678
196,7096
197,0650
198,9896
199,1243
200,1407
201,2459
202,3207
203,2657
204,1767
205,1758
206,7807
207,1730
208,1721
209,2251
210,2793
211,2468
212,2567
213,4008
214,2757
215,2864
216,2963
217,8608
218,2161
219,2702
220,2378
221,3774
222,2576
223,3756
224,3747
225,6709
226,2972
227,3710
228,9409
229,2279
230,1100
231,2486
232,2585
233,2684
234,4737
235,6600
236,7500
237,2080
238,4791
239,4782
240,1001
241,5754
242,2594
243,5736
244,2792
245,2891
246,2990
247,8301
248,9201
249,0101
250,2305
251,2802
252,2503
253,6726
254,5502
255,6708
256,6799
257,2008
258,9102
259,2206
260,7743
261,7734
262,7725
263,2611
264,5403
265,6303
266,7203
267,8103
268,9003
269,0903
270,8733
271,2604
272,2521
273,8706
274,2729
275,8788
276,7104
277,8004
278,9904
279,0804
280,2332
281,2505
282,2530
283,2639
284,9787
285,9778
286,7005
287,9750
288,2134
289,9732
290,1506
291,2440
292,2549
293,4206
294,2747
295,0768
296,0759
297,8806
298,0731
299,0606
300,3359
301,2217
302,3117
303,4017
304,1857
305,6817
306,1839
307,3052
308,9517
309,1802
310,2883
311,2874
312,3566
313,4918
314,5818
315,6718
316,7618
317,8518
318,3160
319,2892
320,3377
321,3476
322,3919
323,4819
324,3837
325,6619
326,3971
327,3070
328,3179
329,3278
330,3386
331,3485
332,3584
333,4710
334,5610
335,4818
336,3980
337,4890
338,3188
339,0110
340,3395
341,3494
342,3711
343,4611
344,3791
345,5808
346,3999
347,8211
348,9111
349,3296
350,6843
351,3403
352,3502
353,3601
354,5412
355,6898
356,7212
357,8112
358,3106
359,3205
360,7833
361,2613
362,3511
363,7806
364,7897
365,6213
366,7879
367,7860
368,3115
369,7842
370,3322
371,2514
372,3520
373,3629
374,8887
375,6114
376,8869
377,3025
378,9814
379,3223
380,1515
381,9804
382,3539
383,3638
384,9877
385,3836
386,3935
387,9840
388,9831
389,0615
390,0803
391,0894
392,3216
393,3647
394,5016
395,0858
396,0849
397,3043
398,3142
399,3241
400,4358
401,1974
402,3027
403,4655
404,4754
405,4853
406,7627
407,4051
408,4150
409,4259
410,4367
411,2028
412,4565
413,4828
414,4763
415,2928
416,4961
417,4060
418,9328
419,0228
420,4376
421,3954
422,3945
423,4729
424,3927
425,4871
426,3909
427,3990
428,9229
429,0129
430,4385
431,2820
432,3720
433,4682
434,4917
435,6420
436,4999
437,8220
438,4187
439,4286
440,4394
441,5934
442,5925
443,4521
444,5907
445,4899
446,5989
447,4097
448,4196
449,4295
450,1722
451,2622
452,6915
453,4422
454,4709
455,4808
456,4907
457,8022
458,4105
459,4204
460,7923
461,2523
462,7905
463,4619
464,7987
465,6123
466,7023
467,4015
468,9823
469,4213
470,1524
471,4420
472,8995
473,4628
474,4727
475,6024
476,4925
477,8940
478,8931
479,0624
480,4330
481,2325
482,4538
483,4637
484,9967
485,4835
486,4934
487,4033
488,4132
489,0525
490,4349
491,4448
492,0975
493,4026
494,0957
495,0948
496,4943
497,0920
498,9526
499,0902
500,5357
501,2037
502,5555
503,1046
504,5737
505,1028
506,5951
507,5050
508,5159
509,5258
510,2063
511,5465
512,2045
513,4738
514,2027
515,6538
516,5960
517,5069
518,5168
519,0138
520,5375
521,2839
522,3035
523,3026
524,3017
525,3008
526,5979
527,8239
528,9139
